Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Language,Country,Awards,Metascore,IMDBRating,imdbVotes,imdbID,movieId,title,genres,movie_title,year
The Muppet Movie,1979,G,22 Jun 1979,95,Adventure|Comedy|Family,James Frawley,"Jerry Juhl, Jack Burns","Jim Henson, Frank Oz, Jerry Nelson",English,"United Kingdom, United States",Nominated for 2 Oscars. 3 wins & 11 nominations total,74.0,7.6,"35,517",tt0079588,,,,,
The New Adventures of Winnie the Pooh,1988,TV-Y,17 Jan 1988,30,Animation|Short|Adventure,,,"John Fiedler, Jim Cummings, Ken Sansom",English,United States,5 wins & 5 nominations,-1.0,7.7,"3,992",tt0165052,,,,,
The Old Mill,1937,Approved,05 Nov 1937,9,Animation|Short|Comedy,Wilfred Jackson,Dick Rickard,"Marie Arbuckle, Quito DeClarence, Charles Hash",None,United States,Won 1 Oscar. 2 wins total,-1.0,7.8,"4,181",tt0029339,162716.0,The Old Mill (1937),Animation,The Old Mill,1937.0
The Olympic Champ,1942,Approved,09 Oct 1942,7,Animation|Short|Comedy,"Jack Kinney, Ben Sharpsteen","Jack Kinney, Webb Smith, Leo Thiele",John McLeish,English,United States,,-1.0,7.0,974,tt0035148,,,,,
The Pied Piper,1933,G,16 Sep 1933,8,Animation|Short|Family,Wilfred Jackson,"Robert Browning, Ted Sears, Webb Smith","Marion Darlington, George Gramlich, Allan Watson",English,United States,1 win,-1.0,6.6,990,tt0024451,182189.0,The Pied Piper (1933),Animation|Children,The Pied Piper,1933.0
The Poof Point,2001,TV-G,14 Sep 2001,90,Comedy|Family|Sci-Fi,Neal Israel,"Ellen Weiss (novel), Mel Friedman (novel), Stu Krieger (teleplay)","Tahj Mowry, Dawnn Lewis, Mark Curry, Raquel Lee",English,USA,,-1.0,4.6,523,tt0274728,,,,,
The Prince and the Pauper,1962,TV-PG,11 Mar 1962,93,Adventure,Don Chaffey,"Mark Twain, Jack Whittingham","Guy Williams, Laurence Naismith, Donald Houston",English,United Kingdom,,-1.0,6.3,295,tt1836776,170056.0,The Prince and the Pauper (1962),(no genres listed),The Prince and the Pauper,1962.0
The Proud Family Movie,2005,TV-G,19 Aug 2005,90,Animation|Adventure|Comedy|Family|Fantasy|Sci-Fi,Bruce W. Smith,"Ralph Farquhar (screenplay), Calvin Brown Jr. (screenplay), John Patrick White (screenplay), Stiles White (screenplay)","Kyla Pratt, Tommy Davidson, Paula Jai Parker, Jo Marie Payton",English,USA,3 nominations.,-1.0,5.4,"1,532",tt0448090,182729.0,The Proud Family Movie (2005),Animation|Children|Comedy,The Proud Family Movie,2005.0
The Reluctant Dragon,1941,Approved,20 Jun 1941,74,Animation|Comedy|Family,"Alfred L. Werker, Hamilton Luske, Jack Cutting","Kenneth Grahame, Ted Sears, Al Perkins","Robert Benchley, Frances Gifford, Buddy Pepper",English,United States,,-1.0,6.8,"3,214",tt0034091,,,,,
The Replacements,2006,TV-Y,28 Jul 2006,22,Animation|Comedy|Family,,Dan Santat,"Nancy Cartwright, Grey Griffin, Ashleigh Ball",English,United States,1 nomination,-1.0,5.9,"2,894",tt0816401,,,,,
The Scream Team,2002,TV-PG,11 Oct 2002,100,Comedy|Family|Fantasy|Horror,Stuart Gillard,"Robert Short (story), Dan Berendsen (story), Dan Berendsen (teleplay)","Mark Rendall, Kat Dennings, Robert Bockstael, Eric Idle",English,USA,,-1.0,6.5,"1,028",tt0313634,,,,,
The Shaggy D.A.,1976,G,17 Dec 1976,91,Comedy|Family|Fantasy,Robert Stevenson,"Don Tait, Felix Salten","Dean Jones, Suzanne Pleshette, Tim Conway",English,United States,,60.0,5.8,"2,998",tt0075200,,,,,
The Shaggy Dog,1959,Approved,19 Mar 1959,104,Comedy|Family|Fantasy,Charles Barton,"Bill Walsh, Lillie Hayward, Felix Salten","Fred MacMurray, Jean Hagen, Tommy Kirk",English,United States,1 win & 1 nomination,45.0,6.5,"4,952",tt0053271,,,,,
The Simple Things,1953,Approved,18 Apr 1953,7,Animation|Short|Comedy,Charles A. Nichols,Bill Berg,"Clarence Nash, Pinto Colvig, James MacDonald",English,United States,,-1.0,6.6,722,tt0046318,181895.0,The Simple Things (1953),Animation|Children|Comedy,The Simple Things,1953.0
The Sound of Music,1965,G,01 Apr 1965,172,Biography|Drama|Family,Robert Wise,"George Hurdalek, Howard Lindsay, Russel Crouse","Julie Andrews, Christopher Plummer, Eleanor Parker","English, German",United States,Won 5 Oscars. 17 wins & 13 nominations total,63.0,8.0,"223,312",tt0059742,,,,,
The Story of Robin Hood and His Merrie Men,1952,Approved,26 Jun 1952,84,Action|Adventure|Family,Ken Annakin,Lawrence Edward Watkin,"Richard Todd, Joan Rice, Peter Finch",English,United Kingdom,,64.0,6.6,"1,879",tt0045197,117989.0,The Story of Robin Hood and His Merrie Men (1952),Action|Adventure|Children,The Story of Robin Hood and His Merrie Men,1952.0
The Strongest Man in the World,1975,G,06 Feb 1975,92,Comedy|Family|Sci-Fi,Vincent McEveety,"Joseph L. McEveety, Herman Groves","Kurt Russell, Joe Flynn, Eve Arden",English,United States,,63.0,5.9,"3,222",tt0073760,,,,,
The Suite Life Movie,2011,Not-Rated,25 Mar 2011,79,Adventure|Comedy|Crime|Drama|Family|Sci-Fi,Sean McNamara,"Danny Kallis (characters), Jim Geoghan (characters), Michael Saltzman, Robert Horn","Cole Sprouse, Dylan Sprouse, Brenda Song, Debby Ryan",English,USA,,-1.0,5.3,"3,547",tt1754799,,,,,
The Suite Life on Deck,2008,TV-G,26 Sep 2008,30,Action|Adventure|Comedy,,"Jim Geoghan, Danny Kallis, Pamela Eells","Dylan Sprouse, Cole Sprouse, Brenda Song",English,United States,6 wins & 5 nominations,-1.0,6.4,"18,389",tt1181917,,,,,
The Swap,2016,TV-G,07 Oct 2016,100,Comedy|Family|Fantasy,Jay Karas,"Charlie Shahnaian, Shari Simpson","Peyton List, Jacob Bertrand, Claire Rankin, Darrin Rose",English,USA,3 nominations.,-1.0,6.1,"1,807",tt5653444,165287.0,The Swap (2016),Comedy,The Swap,2016.0
The Thirteenth Year,1999,TV-G,15 May 1999,95,Comedy|Family|Fantasy,Duwayne Dunham,"Jenny Arata (story), Robert L. Baird (teleplay), Kelly Senecal (teleplay), Jenny Arata (teleplay)","Chez Starbuck, Justin Jon Ross, Courtnee Draper, Brent Briscoe",English,USA,1 nomination.,-1.0,6.0,"5,072",tt0200208,136590.0,The Thirteenth Year (1999),(no genres listed),The Thirteenth Year,1999.0
The Tortoise and the Hare,1935,Approved,05 Jan 1935,9,Animation|Short|Comedy,Wilfred Jackson,"Aesop, Larry Clemmons","Eddie Holden, Ned Norton, Pinto Colvig",English,United States,Won 1 Oscar. 1 win total,-1.0,7.2,"3,006",tt0027126,,,,,
The Ugly Dachshund,1966,Not-Rated,16 Feb 1966,93,Comedy|Family,Norman Tokar,"Albert Aley, G.B. Stern","Dean Jones, Suzanne Pleshette, Charles Ruggles","English, Japanese",United States,,-1.0,6.7,"4,092",tt0061135,,,,,
The Ultimate Christmas Present,2000,TV-G,01 Dec 2000,85,Comedy|Family,Greg Beeman,"Hallie Einhorn (story), Michael Hitchcock (story), Michael Hitchcock (teleplay)","Hallee Hirsh, Spencer Breslin, Hallie Todd, Brenda Song",English,"Canada, USA",2 wins & 3 nominations.,-1.0,5.8,"1,592",tt0256466,135256.0,The Ultimate Christmas Present (2000),Children|Comedy,The Ultimate Christmas Present,2000.0
The Vanishing Prairie,1954,Approved,13 May 1955,71,Documentary|Family,James Algar,"James Algar, Winston Hibler, Ted Sears",Winston Hibler,English,United States,Won 1 Oscar. 4 wins total,-1.0,7.3,612,tt0047642,163396.0,The Vanishing Prairie (1954),Documentary,The Vanishing Prairie,1954.0
The Wise Little Hen,1934,Passed,07 Jun 1934,8,Animation|Short|Comedy,Wilfred Jackson,Otto Englander,"Purv Pullen, Florence Gill, Clarence Nash",English,United States,,-1.0,7.0,"2,112",tt0025997,182191.0,The Wise Little Hen (1934),Animation,The Wise Little Hen,1934.0
The Wizards Return: Alex vs. Alex,2013,TV-G,15 Mar 2013,60,Animation|Action|Adventure|Comedy|Drama|Family|Fantasy|Romance,Victor Gonzalez,"Todd J. Greenwald (based on the series created by), Ben Montanio, Vince Cheung, Dan Berendsen","Selena Gomez, Jake T. Austin, Jennifer Stone, Gregg Sulkin","English, Italian",USA,2 nominations.,-1.0,6.5,"5,796",tt2448374,,,,,
The World According to Jeff Goldblum,2019,TV-PG,12 Nov 2019,30,Documentary|Comedy,,,"Jeff Goldblum, Greg Newkirk, Andrew Freeman",,United States,Nominated for 1 Primetime Emmy. 1 nomination total,-1.0,7.7,"2,588",tt10196390,,,,,
Three Blind Mouseketeers,1936,Approved,26 Sep 1936,9,Animation|Short|Comedy,David Hand,"Merrill De Maris, Otto Englander, Webb Smith","Billy Bletcher, Pinto Colvig",English,United States,,-1.0,6.3,"1,005",tt0028365,145190.0,Three Blind Mouseketeers (1936),Animation|Children,Three Blind Mouseketeers,1936.0
Three Days,2001,TV-G,09 Dec 2001,100,Drama|Family|Fantasy,Michael Switzer,"Robert Tate Miller, Eric Tuchman","Kristin Davis, Reed Diamond, Danielle Brett, Tim Meadows",English,USA,,-1.0,7.1,998,tt0301935,164165.0,Three Days (2001),Children,Three Days,2001.0
Three Little Pigs,1933,Passed,27 May 1933,9,Animation|Short|Comedy,Burt Gillett,"Pinto Colvig, Albert Hunter, Boris V. Morkovin","Billy Bletcher, Pinto Colvig, Dorothy Compton",English,United States,Won 1 Oscar. 2 wins total,-1.0,7.5,"5,806",tt0024660,136501.0,Three Little Pigs (1933),Animation|Children|Comedy|Musical,Three Little Pigs,1933.0
Three Little Wolves,1936,Approved,18 Apr 1936,9,Animation|Short|Adventure,"Burt Gillett, David Hand","William Cottrell, Joe Grant, Bob Kuwahara","Alyce Ardell, Leone Le Doux, Billy Bletcher",English,United States,,-1.0,7.1,"1,495",tt0028368,145184.0,Three Little Wolves (1936),Animation,Three Little Wolves,1936.0
Thru the Mirror,1936,Approved,30 May 1936,9,Animation|Short|Comedy,David Hand,"Lewis Carroll, William Cottrell, Joe Grant","Billy Bletcher, Pinto Colvig, James MacDonald",English,United States,,-1.0,7.5,"2,337",tt0028378,145194.0,Thru the Mirror (1936),Animation,Thru the Mirror,1936.0
Tiger Cruise,2004,TV-PG,06 Aug 2004,88,Drama|Family,Duwayne Dunham,"Anna Sandor, Bruce Graham","Hayden Panettiere, Bill Pullman, Troy Evans, Bianca Collins",English,USA,3 nominations.,-1.0,6.1,"1,314",tt0397113,,,,,
The Making of Tim Burton's 'The Nightmare Before Christmas',1993,G,15 Oct 2003,25,Documentary|Short,,,"Tim Burton, Henry Selick, Kathleen Gavin, Danny Elfman",English,USA,,-1.0,7.8,53,tt1028555,,,,,
Timon & Pumbaa,1995,TV-Y,08 Sep 1995,22,Animation|Short|Adventure,,,"Ernie Sabella, Kevin Schon, Jim Cummings","English, Telugu",United States,3 wins & 14 nominations,-1.0,7.1,"9,962",tt0112197,,,,,
Tin Toy,1988,G,30 Dec 1988,5,Animation|Short|Family,John Lasseter,John Lasseter,Mel Blanc,English,United States,Won 1 Oscar. 4 wins total,-1.0,6.5,"10,668",tt0096273,,,,,
Tinker Bell,2008,G,28 Oct 2008,78,Animation|Adventure|Family|Fantasy,Bradley Raymond,"Jeffrey M. Howard (screenplay), Jeffrey M. Howard (story), Bradley Raymond (story), J.M. Barrie (characters)","Mae Whitman, Kristin Chenoweth, Raven-Symoné, Lucy Liu",English,USA,,-1.0,6.8,"12,346",tt0823671,134374.0,Tinker Bell (2008),Adventure|Animation|Children|Fantasy,Tinker Bell,2008.0
Tinker Bell and the Great Fairy Rescue,2010,G,21 Sep 2010,76,Animation|Adventure|Family|Fantasy,Bradley Raymond,"Bob Hilgenberg (screenplay), Rob Muir (screenplay), Joe Ansolabehere (screenplay), Paul Germain (screenplay), Bradley Raymond (story), Jeffrey M. Howard (story)","Mae Whitman, Lauren Mote, Michael Sheen, Pamela Adlon",English,USA,1 win & 1 nomination.,-1.0,6.9,"7,837",tt1216515,133219.0,Tinker Bell and the Great Fairy Rescue (2010),Adventure|Animation|Children|Fantasy,Tinker Bell and the Great Fairy Rescue,2010.0
Tinker Bell and the Lost Treasure,2009,G,27 Oct 2009,81,Animation|Adventure|Family|Fantasy,Klay Hall,"Evan Spiliotopoulos (screenplay), Klay Hall (story), Evan Spiliotopoulos (story)","Mae Whitman, Jesse McCartney, Jane Horrocks, Lucy Liu",English,USA,1 nomination.,-1.0,6.7,"9,958",tt1216516,116219.0,Tinker Bell and the Lost Treasure (2009),Adventure|Animation|Children|Fantasy,Tinker Bell and the Lost Treasure,2009.0
Titanic: 20 Years Later with James Cameron,2017,G,26 Nov 2017,46,Documentary,Thomas C. Grane,Richard Brehm,"Jacqueline Astor Drexel, Robert Ballard, Harold Bride, Muffet Laurie Brown",English,USA,,-1.0,7.2,542,tt7620568,,,,,
Toby Tortoise Returns,1936,Approved,22 Aug 1936,7,Animation|Short|Comedy,Wilfred Jackson,"William Cottrell, Joe Grant, Ward Kimball","Alyce Ardell, Marcellite Garner, Eddie Holden",English,United States,,-1.0,6.7,"1,307",tt0028390,182177.0,Toby Tortoise Returns (1936),Animation,Toby Tortoise Returns,1936.0
Toy Story Toons: Hawaiian Vacation,2011,G,24 Jun 2011,6,Animation|Short|Comedy,Gary Rydstrom,"Gary Rydstrom, Jason Katz, Erik Benson","Tom Hanks, Tim Allen, Joan Cusack","English, Spanish, Hawaiian",United States,,-1.0,7.3,"8,726",tt1850374,115875.0,Toy Story Toons: Hawaiian Vacation (2011),Adventure|Animation|Children|Comedy|Fantasy,Toy Story Toons: Hawaiian Vacation,2011.0
Toy Story Toons: Partysaurus Rex,2012,G,14 Sep 2012,7,Animation|Short|Comedy,"Mark A. Walsh, Dylan Brown","Mark A. Walsh, John Lasseter","Tom Hanks, Tim Allen, Wallace Shawn",English,United States,,-1.0,7.5,"7,022",tt2340678,120468.0,Toy Story Toons: Partysaurus Rex (2012),Animation|Children|Comedy,Toy Story Toons: Partysaurus Rex,2012.0
Toy Story Toons: Small Fry,2011,G,23 Nov 2011,7,Animation|Short|Comedy,Angus MacLane,"Angus MacLane, John Lasseter, Josh Cooley","Tom Hanks, Tim Allen, John Ratzenberger",English,United States,,-1.0,7.1,"6,857",tt2033372,115879.0,Toy Story Toons: Small Fry (2011),Adventure|Animation|Children|Comedy|Fantasy,Toy Story Toons: Small Fry,2011.0
Trailer Horn,1950,Approved,28 Apr 1950,6,Animation|Comedy|Family,Jack Hannah,Roy Williams,"Dessie Flynn, James MacDonald, Clarence Nash",English,United States,,-1.0,6.8,664,tt0043063,181887.0,Trailer Horn (1950),Animation,Trailer Horn,1950.0
Treasure Island,1950,PG,19 Jul 1950,96,Adventure|Family,Byron Haskin,"Lawrence Edward Watkin, Robert Louis Stevenson","Bobby Driscoll, Robert Newton, Basil Sydney",English,"United Kingdom, United States",1 nomination,89.0,6.9,"8,151",tt0043067,6405.0,Treasure Island (1950),Adventure|Children,Treasure Island,1950.0
Treasure of Matecumbe,1976,G,01 Jul 1976,117,Adventure|Family|Western,Vincent McEveety,"Don Tait, Robert Lewis Taylor","Robert Foxworth, Joan Hackett, Peter Ustinov",English,United States,,-1.0,6.1,770,tt0075347,138640.0,Treasure of Matecumbe (1976),Action|Adventure,Treasure of Matecumbe,1976.0
Tru Confessions,2002,TV-G,05 Apr 2002,112,Drama|Comedy|Family,Paul Hoen,"Janet Tashjian (novel), Stu Krieger (teleplay)","Clara Bryant, Shia LaBeouf, Mare Winningham, William Francis McGuire",English,"USA, Canada",1 win.,-1.0,7.5,"3,033",tt0296251,120765.0,Tru Confessions (2002),Children|Comedy|Drama,Tru Confessions,2002.0
Tugboat Mickey,1940,Approved,26 Apr 1940,7,Animation|Short|Comedy,Clyde Geronimi,,"Walt Disney, Clarence Nash, Danny Webb",English,United States,,-1.0,7.0,"1,014",tt0033188,,,,,
'Twas the Night,2001,TV-G,07 Dec 2001,84,Comedy|Family,Nick Castle,"Jim Lincoln (story), Dan Studney (story), Jim Lincoln (teleplay), Dan Studney (teleplay), Jenny Tripp (teleplay)","Josh Zuckerman, Brenda Grate, Bryan Cranston, Jefferson Mappin",English,USA,1 win & 3 nominations.,-1.0,5.3,903,tt0282223,135252.0,'Twas the Night (2001),Children,'Twas the Night,2001.0
Twitches,2005,TV-PG,14 Oct 2005,86,Comedy|Drama|Family|Fantasy,Stuart Gillard,"Melissa Gould (teleplay), Dan Berendsen (teleplay), H.B. Gilmour (book), Randi Reisfeld (book)","Tia Mowry-Hardrict, Tamera Mowry-Housley, Kristen Wilson, Patrick Fabian",English,USA,1 win.,-1.0,5.8,"7,486",tt0467421,164163.0,Twitches (2005),Children|Comedy|Drama|Fantasy,Twitches,2005.0
Twitches Too,2007,TV-PG,12 Oct 2007,83,Drama|Family|Fantasy|Horror|Thriller,Stuart Gillard,"Dan Berendsen, H.B. Gilmour (characters), Randi Reisfeld (characters)","Tia Mowry-Hardrict, Tamera Mowry-Housley, Kristen Wilson, Patrick Fabian",English,USA,,-1.0,5.8,"4,511",tt1017465,142204.0,Twitches Too (2007),Children|Drama|Fantasy,Twitches Too,2007.0
Unidentified Flying Oddball,1979,G,26 Jul 1979,93,Adventure|Comedy|Family,Russ Mayberry,"Don Tait, Mark Twain","Dennis Dugan, Jim Dale, Ron Moody",English,United States,,66.0,5.1,"1,166",tt0080062,8822.0,"Unidentified Flying Oddball (a.k.a. Spaceman and King Arthur, The) (a.k.a. Spaceman in King Arthur's Court, A) (1979)",Adventure|Comedy|Fantasy|Sci-Fi,Unidentified Flying Oddball,1979.0
"Up, Up, and Away!",2000,TV-G,22 Jan 2000,90,Comedy|Family|Fantasy|Sci-Fi,Robert Townsend,Dan Berendsen,"Robert Townsend, Michael J. Pagan, Alex Datcher, Sherman Hemsley",English,"Canada, USA",1 nomination.,-1.0,5.6,"1,862",tt0211174,,,,,
WALL·E,2008,G,27 Jun 2008,98,Animation|Adventure|Family,Andrew Stanton,"Andrew Stanton, Pete Docter, Jim Reardon","Ben Burtt, Elissa Knight, Jeff Garlin","English, Hindi",United States,Won 1 Oscar. 94 wins & 95 nominations total,95.0,8.4,"1,076,317",tt0910970,60069.0,WALL·E (2008),Adventure|Animation|Children|Romance|Sci-Fi,WALL·E,2008.0
Wendy Wu: Homecoming Warrior,2006,TV-PG,16 Jun 2006,91,Action|Adventure|Family|Fantasy|Romance|Sci-Fi,John Laing,"Vince Cheung, Ben Montanio, B. Mark Seabrooks, Lydia Look","Brenda Song, Shin Koyamada, Susan Chuang, Justin Chon","English, Mandarin, Cantonese",USA,,-1.0,5.4,"5,965",tt0790781,135278.0,Wendy Wu: Homecoming Warrior (2006),Action|Adventure|Children,Wendy Wu: Homecoming Warrior,2006.0
Whispers: An Elephant's Tale,2000,G,10 Mar 2000,72,Adventure|Family,Dereck Joubert,"Dereck Joubert, Beverly Joubert, Jordan Moffet","Angela Bassett, Joanna Lumley, Anne Archer",English,United States,,30.0,5.0,356,tt0185007,,,,,
Wild Yellowstone,2015,G,03 Dec 2015,-1,Documentary,,Andy Mitchell,,English,USA,3 wins.,-1.0,7.5,69,tt3803728,,,,,
Winged Seduction: Birds of Paradise,2012,G,22 Nov 2012,-1,Documentary,Molly Hermann,Molly Hermann,Josh Goodman,English,USA,,-1.0,6.5,25,tt2543062,,,,,
Winnie the Pooh: A Very Merry Pooh Year,2002,G,12 Nov 2002,65,Animation|Comedy|Drama,"Gary Katona, Ed Wexler, Jamie Mitchell","Brian Hohlfeld, Ted Henning, Karl Geurs","Jim Cummings, Peter Cullen, John Fiedler",English,United States,4 nominations,-1.0,6.6,"2,487",tt0324572,202513.0,Winnie the Pooh: A Very Merry Pooh Year (2002),Animation|Children,Winnie the Pooh: A Very Merry Pooh Year,2002.0
Winter Storage,1949,Approved,03 Jun 1949,7,Animation|Comedy|Family,Jack Hannah,"Bill Berg, Nick George","Dessie Flynn, James MacDonald, Clarence Nash",English,United States,,-1.0,7.2,"1,031",tt0042047,181877.0,Winter Storage (1949),Animation,Winter Storage,1949.0
Wizards of Waverly Place,2007,TV-G,12 Oct 2007,22,Adventure|Comedy|Drama,,Todd J. Greenwald,"Selena Gomez, David Henrie, Jake T. Austin",English,United States,Won 2 Primetime Emmys. 37 wins & 50 nominations total,-1.0,7.0,"32,932",tt0799922,,,,,
Wizards of Waverly Place: The Movie,2009,TV-G,28 Aug 2009,94,Animation|Action|Adventure|Comedy|Drama|Family|Fantasy,Lev L. Spiro,"Todd J. Greenwald (creator), Dan Berendsen","Selena Gomez, David Henrie, Jake T. Austin, Jennifer Stone","English, Russian",USA,Won 1 Primetime Emmy. Another 1 win & 4 nominations.,-1.0,6.2,"16,314",tt1369845,148775.0,Wizards of Waverly Place: The Movie (2009),Adventure|Children|Comedy|Drama|Fantasy|Sci-Fi,Wizards of Waverly Place: The Movie,2009.0
Wolverine and the X-Men,2008,TV-Y7,23 Jan 2009,23,Animation|Action|Adventure,,,"Steve Blum, Jim Ward, Nolan North",English,United States,,-1.0,8.0,"10,849",tt0772145,,,,,
X-Men: Evolution,2000,TV-Y7,04 Nov 2000,23,Animation|Action|Drama,,,"Scott McNeil, Meghan Black, Christopher Judge",English,"United States, Canada",3 wins & 6 nominations,-1.0,7.8,"11,659",tt0247827,,,,,
Ye Olden Days,1933,Approved,24 Mar 1933,8,Animation|Short|Comedy,Burt Gillett,,"Billy Bletcher, Pinto Colvig, Count Cutelli",English,United States,,-1.0,6.5,"1,251",tt0024792,145174.0,Ye Olden Days (1933),Animation,Ye Olden Days,1933.0
Yellowstone Cubs,1963,Not-Rated,01 Jun 1963,48,Adventure|Family,Charles L. Draper,Ralph Wright,"Rex Allen, Joe Way",English,United States,1 nomination,-1.0,6.9,283,tt0206446,203639.0,Yellowstone Cubs (1963),(no genres listed),Yellowstone Cubs,1963.0
You Lucky Dog,1998,TV-G,27 Jun 1998,89,Comedy|Family|Fantasy|Mystery,Paul Schneider,"David Covell (story), David Covell (teleplay), Peter I. Baloff (teleplay), Dave Wollert (teleplay)","Kirk Cameron, Chelsea Noble, John de Lancie, Christine Healy",English,USA,,-1.0,4.7,616,tt0153992,162702.0,You Lucky Dog (1998),(no genres listed),You Lucky Dog,1998.0
You Wish!,2003,TV-G,10 Jan 2003,84,Comedy|Family|Fantasy|Drama,Paul Hoen,"Christopher Reed (teleplay), Cynthia Carle (teleplay), Jackie French Koller (book)","A.J. Trauth, Spencer Breslin, Lalaine, Tim Reid",English,"New Zealand, USA",3 nominations.,-1.0,6.1,"1,751",tt0329783,194760.0,You Wish! (2003),Children,You Wish!,2003.0
